Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Bwd IAT Tot,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.9.228-53.197.104.55-54406-22-6,192.168.9.228,54843,53.197.104.55,21,6,7/14/2017 13:40:07 AM,117054488,318,500,275818,415777,372,224,308.48255453343614,80.89126149963903,1165,650,1163.2884080915765,108.94790147056612,9309571.829759646,921.5917656517494,6613846.072400792,5261498.573117232,23030407.72561564,1379316.497004268,61589231.82030724,65955.57435471626,8515514.861275414,22903.63259406459,0,0,0,0,10440,15584,5.420132136214379,2.474360690405213,38,205,116.39476125401438,40.58884822777799,4730.893414922633,0,1,0,237,736,0,0,0,4.717144685858089,746.619290906411,1015.4207076022074,605.4788877905931,312,292496,471,412795,63075,63611,196,14,6300525.264578087,2863257.962351256,62446977.70001091,2537491.1419083867,61026752.731658295,430594.50256960467,901700848.4321462,30639549.617016666,BENIGN
192.168.2.87-111.58.116.31-37854-22-17,192.168.2.87,38033,111.58.116.31,21,17,7/11/2017 13:49:02 AM,105186741,449,286,285393,81680,1446,1059,1265.96190008864,155.48476739363443,109,131,110.57050718258996,93.14597138080268,9541491.231222,3835.6867610544605,9725621.210576931,7533853.481521736,63706084.42391585,8397621.461062286,10589922.251548601,42.2522,56455066.55539455,1398.2165,0,0,0,0,14203,8811,7.107649760648209,0.9026714426698903,56,808,152.40593842664484,24.16316426229431,0.4996,0,0,0,446,216,0,0,0,2.238075738235355,528.0535174826375,1097.2914612980426,169.514095930446,461,286647,282,88278,49033,43391,427,16,1369166.6748001585,738.8313,97820007.73293479,969335.1812305413,609295.2375235284,2551908.0279511167,504821957.7776058,539591.9892544423,BENIGN
192.168.4.72-45.100.23.179-31658-443-17,192.168.4.72,30627,45.100.23.179,1801,17,7/10/2017 17:20:17 AM,83014353,394,458,369125,658536,1440,2,333.50550534679905,316.9338744411834,139,142,101.80831316362834,56.17938084194171,3413699.782051357,1599.1368354849374,6747520.057980757,4598117.580681836,66100382.00937991,2116147.637094908,35373302.9543461,4245.307907909126,65454686.18193157,36849.150064788395,0,0,0,0,12598,15102,7.415006699396367,3.8072384404905306,56,194,41.79389554039452,13.254537831693241,16493.082234440113,0,1,0,175,243,0,0,0,1.3779625364468602,686.4834523585558,1035.1311193950914,351.02532735475796,403,353310,465,665045,28981,63313,311,29,1679960.214595434,1519295.4633170862,74036060.7446891,410982.86163248296,12313065.071064927,9249462.65533105,582581672.2127649,3939350.539830626,PortScan
192.168.6.170-44.222.33.31-10489-443-6,192.168.6.170,9808,44.222.33.31,882,6,7/10/2017 16:24:44 AM,47672842,154,307,104798,337684,531,63,440.8790036211659,232.06518105540906,1107,613,1021.4618953602618,328.49500614750076,378302.9785362994,3931.145686976028,8846532.417429691,7446324.214213927,96757539.35995762,7894164.983636859,18531285.128522508,42.2522,6708384.779703565,1398.2165,0,0,0,0,5201,9632,0.0152,7.747191679198387,49,1403,1022.96152993918,378.53218928886264,146399.45880110117,1,0,0,132,197,0,0,0,2.6683341276709176,207.75246671820665,1049.2505936040593,771.6195590123225,164,105488,313,338128,63680,64530,111,25,5794411.726847321,3732527.210315735,82753249.78832114,4007306.968640686,19984151.965462103,18442360.58144951,475663908.2383948,3974092.5822115974,PortScan
192.168.2.210-178.239.244.81-43799-22-17,192.168.2.210,45475,178.239.244.81,21,17,7/10/2017 8:51:23 AM,86983783,211,122,131399,16541,232,24,68.86212150847246,83.58203885616136,714,39,182.0121381768146,55.976811457462134,1098363.446276454,1114.6908856457544,195148.37109901407,348087.8957030109,18518209.590963814,65869.64876486588,95199048.6823428,534482.6468535566,21283620.43980694,298875.38572865503,0,0,0,0,6975,3488,0.0152,0.0422,20,230,213.43547096588986,0.838792456434436,0.4996,0,0,1,4,8,0,0,0,1.7863763138769797,335.97929221562816,594.9648712454058,294.0431153095555,219,137357,90,29727,50250,46466,35,14,3538907.0843780558,3043414.982383144,53194298.26270283,1638960.5560506869,75777480.07910852,172200.650473051,820250984.6863027,35694724.3660997,DoS Hulk
192.168.9.59-83.189.25.94-21348-443-17,192.168.9.59,20339,83.189.25.94,429,17,7/7/2017 16:45:02 AM,83969663,249,39,219278,6147,500,408,473.3496204301679,277.7112934582524,946,627,773.0740013582785,754.1884214282303,7463173.89253576,3805.995974634206,9572723.25624293,8080753.952413329,56234075.26315232,1150755.4491092204,6849963.728616685,31633.85596285045,78486500.41981597,2847692.166029122,0,0,0,0,7446,891,4.903159561339726,1.333258974721677,55,1181,1092.403080125856,824.3865797923187,647657.2579109013,0,1,1,211,80,0,0,0,1.3029298919791756,765.013913268084,1388.892735472462,909.0619466099693,228,212136,26,21380,63582,65445,223,24,4836939.164609503,2001137.263139585,77535615.6346365,2774650.269522691,5580715.096650329,492741.6568803361,141543538.50152287,69984.2971,DoS Hulk
192.168.4.211-200.184.232.26-10628-22-17,192.168.4.211,10902,200.184.232.26,21,17,7/7/2017 9:03:27 AM,118268246,77,242,39036,235335,176,85,146.8280387007789,85.52961823409662,1178,1062,1128.2813811106132,975.0461640277829,5669021.245344565,3205.2211114445204,9974850.0219,6854532.753323175,93535835.26501918,7225920.010739103,41194551.80223246,641028.2182310607,14488131.04552171,1398.2165,0,0,0,0,2091,7888,0.0152,5.9005068456457375,55,1161,196.73874729196993,31.783782362172083,22790.413268352062,0,1,1,9,251,0,0,0,2.3813752511494024,768.8596987014873,1393.1133672906913,574.8653384136505,71,43610,254,228489,14309,54436,14,14,3615563.6884256485,1101431.1506317032,52473296.03360038,335824.9327206659,31507588.745219663,12741251.900031129,321167587.1369919,2652381.934463052,BENIGN
192.168.1.191-131.241.38.168-26573-443-6,192.168.1.191,25024,131.241.38.168,2216,6,7/7/2017 8:51:52 AM,34354611,162,453,181674,295148,843,825,793.0024036351876,396.3904859518253,1178,347,798.1490049446406,786.4854341124108,607696.0393302096,4159.806838634854,4414871.439172985,1616948.9706069492,43089728.50478969,4421920.929956187,13526470.833886912,153168.90520935314,21157294.73018278,132971.23270232228,0,0,0,0,5029,14314,0.0152,16.627928725100936,9,244,135.3779659872729,10.387931688680904,14995.539621105278,1,1,0,45,370,0,0,0,1.7381414597254519,244.10556076415722,849.9798637377739,1131.2727916485128,182,194610,457,290526,17116,1775,149,25,3061492.2374487896,2694019.2696854244,78540469.99940282,1402229.925604439,17340641.624007042,11856679.575949317,232346864.22338042,2268580.5588152185,BENIGN
192.168.6.216-77.59.211.98-25661-8080-6,192.168.6.216,25658,77.59.211.98,8445,6,7/11/2017 15:12:48 AM,339423,108,211,32173,230196,1219,297,915.1436620103623,298.7494194096889,504,160,157.81671073471873,39.75994170866148,4350109.902609482,2427.719348378914,4620524.677659495,2379186.9274185095,89700476.86244346,2341729.424806525,40238517.40646328,550523.6807117009,4661347.501021628,25846.85132381286,0,0,0,0,3518,7073,43.85164454396852,100.25230444091476,22,1027,918.8983052083248,812.2389498344929,682539.2867009366,0,0,1,50,28,0,0,0,4.408072700724957,110.50438230375607,422.0317603419326,1212.435975394577,116,55057,228,236442,62100,5300,115,38,837904.0505356789,293415.87981932773,30664087.194940466,380732.64659851673,109670.8925,1053119.7098810298,757337323.7272534,1417255.752017703,DoS Hulk
192.168.2.181-108.130.254.1-65106-22-6,192.168.2.181,63840,108.130.254.1,221,6,7/11/2017 10:36:11 AM,106711348,339,295,48946,349782,509,163,366.71284241040803,116.36043881293728,536,25,408.24515643046516,265.9385075836408,1191882.3858437866,1216.817271612291,9726866.813769516,5524447.037935764,68561015.73166639,6983273.053101427,84282299.92080756,325141.16843723087,1094342.8953020917,1398.2165,0,0,0,0,10247,9307,4.630143738782743,8.600121156010328,7,1393,1068.7841161554427,939.112015457488,917709.5916224986,0,1,0,238,120,0,0,0,1.614354506871427,449.888906244022,964.4682242027437,983.4862518455727,319,66309,305,344461,60181,25410,331,17,1931779.8044040408,730565.3898224474,88200594.20242271,1542712.0145056914,62740029.64663547,33370102.764219318,982050992.8976433,28395661.85126396,BENIGN
192.168.8.120-26.240.163.235-14336-8080-17,192.168.8.120,14938,26.240.163.235,6910,17,7/7/2017 17:55:14 AM,98225664,65,4,21807,17191,1252,1183,1203.1896387499316,329.7209825099655,435,162,206.60684017916375,122.19210991097852,2464015.2150683445,2661.6182658905072,9525949.887123134,3234571.320058711,80577727.47281681,4633595.748907587,71442084.32317246,1128205.658302839,73230307.3537504,8194935.797518201,0,0,0,0,2490,156,2.8406844592208835,0.32009940904708867,45,1171,613.8739732207688,544.4476363308709,289210.85299776867,1,0,1,27,7,0,0,0,2.6661036048705262,631.3410001002417,95.94318682454451,68.91486047794508,57,28047,2,20383,8835,6190,0,33,1330359.232138049,948801.7182798019,8163021.201577007,183064.33403724286,19689239.532087367,10229610.402404377,84636587.34664352,13164967.38462972,BENIGN
192.168.1.148-221.177.83.250-50773-21-17,192.168.1.148,49474,221.177.83.250,381,17,7/14/2017 12:56:58 AM,63545756,433,318,3809,141175,1196,848,1105.94735795788,666.6360485262777,854,302,484.44866568977426,151.8242070020948,1026756.3925966852,4328.998634817,3976444.52402295,343.1403,51917492.211268865,3282623.782217947,52898451.215963155,322686.0740462971,1583246.5464569142,1398.2165,0,0,0,0,13813,10036,13.210528210359623,5.397779660326698,59,1001,267.1045743132207,64.89732897747209,0.4996,1,1,0,285,527,0,0,0,1.4812518203799654,751.7137252076703,952.1243450743144,957.8194254045947,422,18121,329,145145,55565,56108,232,24,4430045.136757932,1988717.4575699396,15134845.710163435,3165671.744180446,87621886.00921306,33435.2329,887217579.3727452,73939937.66598281,BENIGN
192.168.3.54-148.176.27.165-18351-49512-6,192.168.3.54,18933,148.176.27.165,48590,6,7/7/2017 10:29:25 AM,61145623,149,239,195915,270563,510,198,393.8722820889046,161.0638618431645,545,130,361.65318604479734,149.7243525729929,2952293.5129391965,4009.723019669244,4080461.483346865,1138242.7051145942,54899203.8580228,3409862.910546859,9972342.37301839,50937.85148902454,53438273.39077069,236416.54334811243,0,0,0,0,5116,8308,3.5414370212185204,1.380523035035993,17,252,86.92263407595526,47.42430215879876,0.4996,1,1,1,80,141,0,0,0,2.310473497421724,679.8934450525254,385.393557358476,992.2736134768211,161,196146,253,271398,24431,43446,41,28,5434614.423834763,3643225.665649919,84254960.21167469,205314.2006716462,10098054.635403462,2288967.881524198,439740290.9835344,69984.2971,DoS Hulk
192.168.3.4-49.57.8.179-64628-12336-6,192.168.3.4,65106,49.57.8.179,11835,6,7/10/2017 15:41:09 AM,87451755,127,223,161513,276081,364,39,168.10315121296892,76.32651966938997,991,433,447.7803512248777,96.96779128067449,1209464.2708396695,3405.169688171297,9507636.101614764,4455232.927685393,88406671.97705765,5705062.841016587,22861528.633063465,525511.6959126866,55758922.70063621,328237.45420526806,0,0,0,0,3959,7189,0.0152,0.0422,41,940,948.232766686746,757.7939778354155,609790.6356790852,1,0,1,1,52,0,0,0,3.650660845789402,606.3315414309661,807.9775704212568,447.57348771800525,118,155146,233,286871,63656,52962,65,39,5870673.714546728,3704497.204385302,70611004.0512053,4646192.392574606,48772212.2894762,36132545.4440293,550368260.7717065,22992467.458433583,DDoS
192.168.6.219-149.171.153.108-22560-80-17,192.168.6.219,23398,149.171.153.108,426,17,7/7/2017 15:14:58 AM,1785563,325,121,352461,78689,986,636,716.9533759404967,338.0183688981996,749,398,449.51957547913554,77.32086658836269,9746040.958107024,1855.6243670623398,931011.3879950286,343.1403,10530591.170099843,137607.94811886392,20376048.60053334,42.2522,59267578.96900307,513701.26262057695,0,0,0,0,10504,3448,657.2751898137008,231.25929664086897,17,415,108.8136746464715,33.48401647537597,4359.771127731624,1,0,0,104,104,0,0,0,0.8923625870004844,846.3582780227549,408.7093006354086,296.0504263586809,327,383610,114,60775,23893,35050,41,9,8464443.526068382,1226102.7176345456,68960968.71750695,7207095.441382188,32925045.395861644,8220084.289703136,454369903.32011825,15123352.787817512,DoS Hulk
192.168.7.167-14.245.171.174-30397-21-17,192.168.7.167,30486,14.245.171.174,21,17,7/14/2017 15:57:18 AM,82177407,315,233,324034,312657,135,93,107.88972590720962,72.58238937019134,216,93,135.37827295723142,50.898178102346705,8373094.9937737975,3843.679123506715,9692889.670215588,3213115.5817488334,77324932.38773212,5292399.153925024,54757315.69015671,168005.84138831467,9254302.01579956,112519.5456002418,0,0,0,0,10480,7486,5.020814271991997,4.288444591856372,40,695,326.9840431475086,56.047657741593184,9504.280281471278,0,1,0,254,222,0,0,0,4.918142012001934,241.358979826393,152.11362460560258,884.2023946856918,313,313015,226,313253,48253,46527,219,19,7304291.5194435315,5459914.326854102,15253862.19733725,4553296.919436666,61917380.366032004,13386778.905926988,902300309.0247922,30437371.738805514,BENIGN
192.168.6.81-194.205.119.112-17038-3306-6,192.168.6.81,15618,194.205.119.112,3749,6,7/12/2017 10:52:39 AM,97852438,145,350,198695,98341,147,58,89.29364804523912,27.868590162420556,563,530,538.0864530237395,357.04114737530114,3581923.1094148955,897.1356230045676,6945260.70092273,1481838.3627653446,58064966.31508376,6152469.499919168,4404702.087781042,238677.90222641954,57027647.58822258,174872.15086122192,0,0,0,0,4903,10822,4.326324899158122,9.958366206529044,52,399,100.62065609649483,54.50361439980251,0.4996,0,0,0,19,81,0,0,0,4.013582639739012,410.73189454915513,462.09948197509925,995.5606060601516,151,211681,338,87885,14136,47661,139,16,8982443.879964963,4739244.231539727,58502511.731459536,8499417.68917069,31945630.058575213,33435.2329,744043519.0539024,3347473.943428295,BENIGN
192.168.2.210-178.239.244.81-43799-22-17,192.168.2.210,42250,178.239.244.81,385,17,7/10/2017 8:51:23 AM,85330746,213,96,149615,33235,217,41,96.21486200189176,71.13145594782335,679,38,203.6103015004716,54.98453142777569,984167.1580890346,1187.707908471541,464538.59928753803,19591.496564390138,17867459.207868975,1424.9626,93491529.46429624,273925.8256751838,25149428.135019764,252440.6777932017,0,0,0,0,7232,3179,0.0152,4.177979914759394,20,257,253.68116668226475,0.7068,3277.9788597777597,0,0,1,3,34,0,0,0,1.7871168681733696,323.66062610421505,555.8484896217991,266.50086516854196,221,137728,109,28134,51847,47028,25,14,3534117.1830531545,2862807.7755200528,50948389.61576864,1826125.329127214,77241980.0549887,1676624.5705596367,835108762.0469698,37717493.965779625,DoS Hulk
192.168.9.104-148.119.16.96-12540-80-17,192.168.9.104,13529,148.119.16.96,21,17,7/14/2017 8:13:37 AM,113423065,415,92,199615,417,423,380,367.49138672339336,379.0500767494488,1193,1137,1116.3886642207628,1139.7414832215509,9100551.07584107,957.215699131515,3991956.3133180616,1894932.3935536614,10474197.475757733,1672660.9221800277,2691005.1765127825,42.2522,7270867.225065992,111213.90061348025,0,0,0,0,13455,2947,2.1481864173689846,0.0422,25,473,238.68062473480026,166.0822596342177,20141.64173968199,1,0,0,413,38,0,0,0,4.391576064646097,699.3870009523639,1377.6727727121295,423.5014116911648,403,188561,83,25600,25044,29424,100,34,8469365.266564846,1529728.1495044532,92626247.87072343,3220900.814081974,21421136.83911865,3739105.154371177,830662422.0484798,6061435.795100042,BENIGN
192.168.6.163-213.235.78.112-12567-21-17,192.168.6.163,11694,213.235.78.112,109,16,7/14/2017 16:49:30 AM,61930338,220,433,304973,285157,676,265,608.3211808326287,69.88955984454844,953,244,787.0657585941003,443.01090655058505,6708261.129113406,1637.550989651202,5003235.183290117,1689805.8230052611,48411330.14098188,1594840.5277761163,26525246.54958672,42.2522,28473530.084041078,1398.2165,0,0,0,0,7103,13420,3.8718434079653967,6.722475109636587,47,917,455.60061620913064,343.9149632375353,133761.33726176375,1,0,0,30,245,0,0,0,3.4394712894213035,659.7343600714896,727.4538381575833,1136.3635581887418,229,300950,427,301717,11823,38867,62,33,6739616.315123847,1931731.5314391716,59690921.322854936,3280364.1587343,52597781.70733603,22572274.12066232,738686512.1973131,18630738.005227476,BENIGN
192.168.8.234-105.230.223.75-50678-3306-6,192.168.8.234,50678,105.230.223.75,3306,6,7/10/2017 17:58:52 AM,68368019,43,78,58736,1098,1235,1214,1221.7674,793.4216,796,328,533.2587,271.2512,5880808.7766,4723.8405,968986.0219,288126.5719,34750169.3172,546635.3813,89730162.5648,2086747.9666,57982820.6511,743369.4955,0,0,0,0,1376,2496,0.6289,1.1409,48,425,407.4747,17.0872,291.9724,1,1,1,24,40,0,0,0,4.7253,887.0888,1072.6182,639.9742,43,58736,78,1098,36470,41203,6,30,2847909.5672,337622.7481,29452863.8044,1249995.1958,88534916.3184,25540448.2825,924980103.1036,87543818.7691,BENIGN
192.168.9.192-29.33.215.250-63511-8080-6,192.168.9.192,63727,29.33.215.250,8334,6,7/7/2017 10:47:40 AM,98083141,10,63,8278,73453,468,39,134.09910805747373,99.66035481483449,313,118,274.58178090285395,33.092336702947875,4136211.274870634,1741.2402652931048,9406751.753030745,6557197.598705638,15960939.835889395,3406360.461298025,21622442.461118743,2861392.6884000967,92640639.3939475,1401194.7160089288,0,0,0,0,32,2065,5.0889522503768445,1.5381806897453711,24,615,263.3947018534942,21.625934653058966,0.4996,0,0,1,11,0,0,0,0,4.879176447024881,59.01420067018267,1067.0581736477147,862.66221664326,10,144,63,85354,57498,59595,9,30,3837899.914842014,2199561.7590002427,61147530.06010116,685133.9323235359,76660580.04760723,50839309.632617295,690702791.7448479,78309617.72341944,PortScan
192.168.1.75-42.77.237.21-59036-80-6,192.168.1.75,59094,42.77.237.21,437,6,7/10/2017 10:49:45 AM,21221751,491,252,529611,321229,1365,1084,1316.3383441526196,446.69768565161445,298,155,207.9207799988659,140.27144672262907,9557168.028115867,287.4494770656061,7035688.376239747,5165364.570119685,28760144.65191339,7169418.301071619,58978227.25073023,146042.60195634176,99137273.99795306,466503.07650739036,0,0,0,0,15723,8068,29.951715303081443,6.140260974431317,35,240,110.75030686453063,59.237131579000895,8356.738589764269,1,0,0,73,312,0,0,0,0.8547221683181734,315.44838673403547,104.12417236995513,857.6924345767777,496,542010,260,319665,47829,11733,46,19,7068187.316785968,3248164.1883009844,97126607.74363787,7048103.406049333,75067883.01382196,33250305.716933563,926867680.3662694,72529966.82017896,DoS Hulk
192.168.2.87-111.58.116.31-37854-22-17,192.168.2.87,38516,111.58.116.31,270,17,7/11/2017 13:49:02 AM,101020375,437,301,286097,74338,1357,1070,1274.5266584216708,149.7928920806628,83,126,114.6109697951214,94.43399445846465,9367215.701636272,3835.209906649236,9756888.069909398,7547017.1111703,62882946.79908143,8203434.5255187815,9648081.666166736,11034.179560795246,53843208.82898529,261729.3276891937,0,0,0,0,14086,9102,8.708050310817038,7.034748953177623,59,809,171.17319480363818,60.97656352372714,11094.246592398327,0,0,0,435,193,0,0,0,2.2111898755260304,494.9644568869119,1089.2037766911453,115.66594954380491,451,258930,280,85594,48867,43514,416,16,1247188.932419741,288953.810020821,95785239.28844665,1202944.066656869,2609043.3972811103,276221.28054153116,490928838.3344001,317806.7813720306,BENIGN
192.168.3.26-7.20.65.139-23864-80-17,192.168.3.26,23774,7.20.65.139,21,17,7/11/2017 11:42:13 AM,28656652,151,78,111660,39152,500,512,504.33817820035864,366.6961884274332,81,19,58.102203254977866,60.85170086000541,1261692.3657127428,4769.560941926762,98528.7761709689,267039.8865697028,85547945.03220148,1424.9626,7187638.400472451,48584.69589178334,46010673.04590427,601977.729642864,0,0,0,0,4996,3107,1.4944925038174235,0.0422,6,269,225.59597582658276,105.02308472553993,7258.135596244577,0,0,1,151,194,0,0,0,2.856503559922263,540.5747602182735,235.82733491149992,331.3449159944453,146,90325,69,32130,65409,46347,81,34,1881876.5707013118,1839631.9192588923,82246845.78614005,730735.630753682,25310468.921662584,3396972.0271365796,467266242.93684113,69984.2971,PortScan
192.168.1.184-85.109.238.146-53140-443-6,192.168.1.184,54136,85.109.238.146,651,6,7/12/2017 12:38:13 AM,73531590,114,40,159736,40011,1274,151,785.5967418766843,500.7329920607027,1410,925,1084.3432111008728,326.0772276208778,1929509.7030196069,4060.3327934159065,5078790.486680874,5124894.497630833,46005222.754552156,678640.7548912145,17417940.08088365,118232.34473609232,31468495.50255301,621034.3822868617,0,0,0,0,3436,2027,0.0152,0.0422,42,1215,1192.203140757469,1122.1236249395,1250058.38837778,1,0,0,44,11,0,0,0,1.451741389839189,863.3464186745799,591.9897333635025,1317.5135688609207,102,151053,62,46983,5167,44686,82,9,1023829.3901186881,738.8313,80500888.44778319,446631.8013031285,27194222.232717704,20898107.29163583,434643361.3366983,16629242.472302034,BENIGN
192.168.1.191-131.241.38.168-26573-443-6,192.168.1.191,25713,131.241.38.168,398,6,7/7/2017 8:51:52 AM,37137420,159,448,184627,295412,855,813,821.819312601252,416.091890255672,1208,356,840.2294129066267,797.438530907521,654083.3145972628,4096.129047958722,4584725.17334345,1291832.9598633407,47709486.762602024,4323666.738248726,15777480.662520833,72364.36698296494,23064324.284082517,148229.9148601257,0,0,0,0,4668,14203,1.9417368507415222,14.238988773504127,11,236,173.06543294396613,2.9452490505082998,0.4996,1,1,0,44,354,0,0,0,1.7634060591356264,258.1076459697599,859.5953535450178,1108.4609786349458,158,180402,439,289087,17934,3066,151,26,3042000.4288118216,2521163.268871463,79074398.44027822,1503072.1529031582,17380866.789424926,10248715.002371691,229411361.5199611,2189026.1632525716,BENIGN
192.168.9.104-148.119.16.96-12540-80-17,192.168.9.104,11339,148.119.16.96,358,17,7/14/2017 8:13:37 AM,113003247,419,93,196965,9700,377,378,388.376476410984,365.92285644324954,1159,1123,1120.65310087612,1117.9708358772214,8905849.23458816,1008.6176727322618,3733177.602588578,1969253.0047997725,11338677.633378211,1663216.1233752097,2892632.7009930345,42.2522,5673652.800316393,205052.26293502108,0,0,0,0,12822,3225,6.751986329967831,2.8001834157809653,25,454,206.34281328977477,185.81128728487167,9690.774892900827,1,0,0,408,48,0,0,0,4.4838488681249915,692.7642101233289,1367.5246239257667,405.6842931452943,413,193643,92,14522,26132,28322,96,33,8032776.192147914,1696757.9667784155,93127457.91471691,3009566.6914262916,23232880.22872508,1787568.6316172206,784010348.6553,2776995.944042462,BENIGN
192.168.3.185-125.223.69.22-10016-42091-17,192.168.3.185,10774,125.223.69.22,42431,16,7/12/2017 17:59:27 AM,83883304,87,228,127398,243047,1119,892,1006.4404943586985,225.62196431366408,908,606,615.3512090717669,318.92606185974563,7355687.238598102,3521.148163654035,2835488.622546134,2391281.02863452,60048280.74306606,1424.9626,3757828.135264912,36572.78383681202,49696019.89596685,192281.89719974267,0,0,0,0,3007,7113,1.4246781217957143,3.3962637054466005,9,1110,1115.240133360463,1107.6874663873486,1215456.07398849,1,0,1,84,21,0,0,0,3.911552271588432,484.3184442270967,147.61349305042603,1314.1394169259233,88,119215,231,218419,11254,32006,60,13,6458265.985501664,3608901.6607839568,59977515.215835065,4122889.1367368894,91392911.65324037,47400099.76191293,99629456.07094021,42314014.08772167,BENIGN
192.168.2.109-180.39.192.33-50627-443-6,192.168.2.109,49884,180.39.192.33,739,6,7/10/2017 11:28:55 AM,13861137,16,446,8827,523478,360,357,369.46507686884604,141.91860071319397,1163,866,988.8864735480857,301.99014317276675,4509663.910238251,1587.4430571103594,9301788.183362192,6147984.241449642,55492897.60987174,5809076.883727104,36919187.9010182,1880554.783433569,61195268.291122146,248019.92777471658,0,0,0,0,1135,14047,0.0152,31.61871491124038,23,1121,661.5491494516714,328.60049516862625,84380.49330000562,0,1,0,26,375,0,0,0,1.0503094694510164,357.9608008348778,1094.2049088997144,1457.445,1,18017,444,522622,15859,21155,22,38,15337.8963,9858.767879797604,16739898.34572393,141521.46076779687,96250237.20230581,29386382.91546447,257278352.31843677,66966806.79511313,BENIGN
192.168.2.28-163.176.73.69-50092-3306-17,192.168.2.28,50081,163.176.73.69,4176,17,7/11/2017 8:10:52 AM,66338844,1,57,144,39189,1087,841,1027.8004533999706,747.8556732500326,371,111,188.7864936108484,123.87035793322721,1798686.228466111,894.0310511808121,9399226.80201478,4290182.388010694,81704429.08350319,1981812.8972766434,7014058.400165558,5920710.253145855,18780834.6104217,370440.39020056167,0,0,0,0,32,1684,9.871098072388007,3.3369463195636104,60,1301,159.22582747845564,122.13715381064063,1075.1970971773935,0,1,1,6,45,0,0,0,0.324270277395663,102.75577800740824,174.43357891300602,100.28092929912853,16,144,53,59941,2256,30215,8,38,6645590.683784118,744389.9640141885,12301379.86442554,5031866.955561373,109670.8925,731561.3649736823,993128045.7923,69984.2971,PortScan
192.168.10.253-204.50.67.47-26945-80-6,192.168.10.253,27966,204.50.67.47,461,6,7/7/2017 15:23:14 AM,98195683,215,49,216164,41602,980,358,424.5913533805572,358.21349388487016,1337,825,930.2159596554216,88.5542780202813,8985054.178021407,3623.4493228991373,8849295.720172526,3628491.3869741866,49202821.84244362,6873420.418606345,2181579.8861406627,25007.98141511949,57966152.809634365,916396.9576101352,0,0,0,0,6639,2264,4.464342704494697,0.0422,2,440,82.93521758223959,0.7068,628.5201124907887,0,1,1,35,143,0,0,0,1.8076997349165629,254.07799169442464,490.95793842031844,63.6323812749569,193,215973,63,24958,11139,35396,63,16,932966.220906146,536302.0662170295,31424598.47571668,562606.0830973212,5496163.44558426,2578224.4546219697,472658012.6637325,2945507.66777884,DoS Hulk
192.168.9.188-64.6.18.217-2336-21-6,192.168.9.188,3264,64.6.18.217,595,6,7/14/2017 14:50:31 AM,4984535,84,155,48642,417,490,328,453.2972069339121,118.89474829574833,522,141,520.4997079450933,185.46645172476096,4045932.976434857,4172.699046658623,8751453.673890326,7699269.789414855,16747081.261321437,4543492.423451922,68752656.64428857,824584.3616808355,75414070.49227463,461715.9104686419,0,0,0,0,2765,4522,12.057681255025884,22.804860262474648,35,877,217.60122547721522,119.45370822824479,0.4996,0,0,0,11,194,0,0,0,1.5881684821623399,354.58789320970135,754.5804964850947,117.97354696786093,82,47686,147,11385,36059,60573,32,14,2626725.8891472067,1590184.6196506047,48182916.21849167,752945.4381196814,10708505.56733242,9199439.389430767,535625040.397579,4432499.143605895,DDoS
